timestamp_ist,timestamp_epoch,underlying,exchange,token,symbol,strike,option_type,expiry,spot_price,ltp,oi,volume,bidPrice,offerPrice,mid_price,bid_ask_spread,bid_ask_spread_pct,intrinsic_value,extrinsic_value,intrinsic_pct,atm_distance,atm_distance_pct,delta,gamma,theta,vega,rho,iv,dOI,dVolume,dMid,dLTP,oi_buildup,days_to_expiry,time_to_expiry,volume_oi_ratio,premium_pct_of_strike,premium_pct_of_spot
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64794,NIFTY24FEB2624150CE,24150.0,CE,24FEB2026,24825.45,785.2,1820.0,3120.0,774.6,849.55,812.075,74.94999999999993,9.229443093310339,675.4500000000007,109.74999999999932,86.02266938359662,675.4500000000007,2.720796601874289,0.8658087711407894,0.00030465038804153207,-6.856407063318379,13.237928678881254,12.578460079316887,0.11592829933034438,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,1.7142857142857142,3.251345755693582,3.162883250857487
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64795,NIFTY24FEB2624150PE,24150.0,PE,24FEB2026,24825.45,155.65,57915.0,97565.0,149.7,158.2,153.95,8.5,5.5212731406300755,0.0,155.65,0.0,675.4500000000007,2.720796601874289,-0.23391690033742313,0.0002782212686855834,-6.6262407863582515,18.765807302893396,-3.6253807922494836,0.17994974763279611,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,1.6846240179573513,0.6445134575569359,0.6269775573051042
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64796,NIFTY24FEB2624200CE,24200.0,CE,24FEB2026,24825.45,754.0,22685.0,62595.0,747.75,774.25,761.0,26.5,3.4822601839684624,625.4500000000007,128.54999999999927,82.95092838196297,625.4500000000007,2.519390383658708,0.8625225672246691,0.00032736228858147907,-6.7199668200468246,13.459065549764945,12.559868873504735,0.10968790101829345,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,2.7593123209169055,3.115702479338843,3.037205770690964
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64797,NIFTY24FEB2624200PE,24200.0,PE,24FEB2026,24825.45,167.65,508235.0,2010515.0,161.85,167.65,164.75,5.800000000000011,3.5204855842185196,0.0,167.65,0.0,625.4500000000007,2.519390383658708,-0.24733256763984457,0.0002883810703916753,-6.7611818411628715,19.344300677736804,-3.8344954392946886,0.17896226666982354,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,3.9558767105768,0.6927685950413223,0.6753150496768437
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64798,NIFTY24FEB2624250CE,24250.0,CE,24FEB2026,24825.45,951.5,910.0,260.0,585.85,790.5,688.175,204.64999999999998,29.738075344207505,575.4500000000007,376.0499999999993,60.47819232790339,575.4500000000007,2.317984165443127,0.902143640768815,0.00032947450669423237,-5.60827495605098,10.575523362958261,13.202389178132085,0.08563514007047698,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,0.2857142857142857,3.9237113402061854,3.8327603326425095
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64799,NIFTY24FEB2624250PE,24250.0,PE,24FEB2026,24825.45,175.8,44070.0,114075.0,171.45,178.45,174.95,7.0,4.001143183766791,0.0,175.8,0.0,575.4500000000007,2.317984165443127,-0.2605915079105951,0.0002990867954433803,-6.849880659475612,19.881782249755812,-4.0408887169756404,0.17735073139202898,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,2.588495575221239,0.7249484536082474,0.7081442632459835
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64800,NIFTY24FEB2624300CE,24300.0,CE,24FEB2026,24825.45,680.0,35165.0,126100.0,674.15,697.65,685.9,23.5,3.4261554162414347,525.4500000000007,154.54999999999927,77.27205882352952,525.4500000000007,2.116577947227545,0.8152980238423173,0.0003789305471035306,-7.441147104634335,16.325829756785957,11.892536404165478,0.11494440763231123,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,3.5859519408502774,2.7983539094650207,2.739124567731904
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64801,NIFTY24FEB2624300PE,24300.0,PE,24FEB2026,24825.45,189.9,555880.0,2143505.0,184.9,189.9,187.4,5.0,2.6680896478121663,0.0,189.9,0.0,525.4500000000007,2.116577947227545,-0.27527446763199126,0.000308859534046968,-6.973232507261531,20.438320247076387,-4.270142005799047,0.17654675126356556,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,3.8560570626753976,0.7814814814814814,0.7649408167827774
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64802,NIFTY24FEB2624350CE,24350.0,CE,24FEB2026,24825.45,634.0,4290.0,10985.0,511.9,716.05,613.9749999999999,204.14999999999998,33.250539517081315,475.4500000000007,158.54999999999927,74.99211356466888,475.4500000000007,1.9151717290119643,0.8393028267980117,0.0004189796595442057,-6.5248858965243075,14.938618161795828,12.298684777664313,0.0951241330587119,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,2.5606060606060606,2.6036960985626285,2.5538308469735695
2026-02-01 18:28:58 IST,1769950738.903485,NIFTY,NFO,64803,NIFTY24FEB2624350PE,24350.0,PE,24FEB2026,24825.45,201.3,62725.0,146705.0,201.3,205.95,203.625,4.649999999999977,2.283609576427245,0.0,201.3,0.0,475.4500000000007,1.9151717290119643,-0.2918934140117846,0.00031648816930991426,-7.165213122096726,21.020586847476284,-4.5309235693722725,0.1771998040305106,0.0,0.0,0.0,0.0,Neutral,22,0.06027397260273973,2.338860103626943,0.8266940451745382,0.8108614345359298
